"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","imprinted_status"
"46337","ENSG00000200378","RNU5B-4P","5",139447907,139448017,"normal"
"46338","ENSG00000272411","","5",148970340,148970653,"normal"
"46339","ENSG00000251842","RNU6-732P","5",149057554,149057656,"normal"
"46340","ENSG00000207714","MIR584","5",149062313,149062409,"normal"
"46341","ENSG00000200161","RN7SKP145","5",149116178,149116480,"normal"
"46342","ENSG00000178394","HTR1A","5",63957874,63962507,"normal"
"46343","ENSG00000164270","HTR4","5",148451032,148677235,"normal"
"46344","ENSG00000164398","ACSL6","5",131949973,132012243,"normal"
"46345","ENSG00000269466","H3Y1","5",17654868,17655849,"normal"
"46346","ENSG00000177034","MTX3","5",79976716,79991262,"normal"
"46347","ENSG00000170231","FABP6","5",160187367,160238735,"normal"
"46348","ENSG00000081189","MEF2C","5",88717117,88904257,"normal"
"46349","ENSG00000184347","SLIT3","5",168661733,169301139,"normal"
"46350","ENSG00000152422","XRCC4","5",83077498,83353787,"normal"
"46351","ENSG00000113231","PDE8B","5",77210449,77428256,"normal"
"46352","ENSG00000112977","DAP","5",10679230,10761234,"normal"
"46353","ENSG00000249437","NAIP","5",70968166,71025339,"normal"
"46354","ENSG00000145494","NDUFS6","5",1801407,1816048,"normal"
"46355","ENSG00000198677","TTC37","5",95461755,95554977,"normal"
"46356","ENSG00000145912","NHP2","5",178149463,178153894,"normal"
"46357","ENSG00000132911","NMUR2","5",152391546,152433368,"normal"
"46358","ENSG00000069018","TRPC7","5",136212745,136365545,"normal"
"46359","ENSG00000243414","TICAM2","5",115578496,115602479,"normal"
"46360","ENSG00000205572","SERF1B","5",70025247,70043113,"normal"
"46361","ENSG00000051596","THOC3","5",175917873,176034680,"normal"
"46362","ENSG00000135074","ADAM19","5",157395534,157575775,"normal"
"46363","ENSG00000113558","SKP1","5",134148935,134176964,"normal"
"46364","ENSG00000145868","FBXO38","5",148383935,148442836,"normal"
"46365","ENSG00000287031","","5",6378674,6411690,"normal"
"46366","ENSG00000215218","UBE2QL1","5",6448859,6496723,"normal"
"46367","ENSG00000271230","","5",6532891,6533200,"normal"
"46368","ENSG00000037474","NSUN2","5",6599239,6633291,"normal"
"46369","ENSG00000145545","SRD5A1","5",6633427,6674386,"normal"
"46370","ENSG00000248677","LINC02102","5",6686325,6707711,"normal"
"46371","ENSG00000112941","TENT4A","5",6713432,6757044,"normal"
"46372","ENSG00000272071","","5",6779458,6779998,"normal"
"46373","ENSG00000283420","MIR4278","5",6827853,6827921,"normal"
"46374","ENSG00000200243","RN7SKP79","5",6848127,6848462,"normal"
"46375","ENSG00000250056","LINC01018","5",6582136,6600288,"normal"
"46376","ENSG00000215032","GNL3LP1","5",60891935,60893577,"normal"
"46377","ENSG00000233847","ERCC8-AS1","5",60917490,60919573,"normal"
"46378","ENSG00000279985","","5",61114432,61116753,"normal"
"46379","ENSG00000276945","","5",61145846,61146376,"normal"
"46380","ENSG00000188725","SMIM15","5",61157704,61162468,"normal"
"46381","ENSG00000169567","HINT1","5",131155383,131224468,"normal"
"46382","ENSG00000186687","LYRM7","5",131170944,131205428,"normal"
"46383","ENSG00000169247","SH3TC2","5",148923639,149063163,"normal"
"46384","ENSG00000253417","LINC02159","5",160931778,160938626,"normal"
"46385","ENSG00000145863","GABRA6","5",161547063,161702593,"normal"
"46386","ENSG00000253403","","5",161687347,161689408,"normal"
"46387","ENSG00000118990","GLRXP3","5",161751448,161751768,"normal"
"46388","ENSG00000247311","","5",122114598,122154856,"normal"
"46389","ENSG00000164185","ZNF474","5",122129546,122153569,"normal"
"46390","ENSG00000249610","ZNF474-AS1","5",122154496,122156015,"normal"
"46391","ENSG00000272139","","5",122311297,122311673,"normal"
"46392","ENSG00000249621","","5",122321291,122323358,"normal"
"46393","ENSG00000249916","","5",122369762,122383568,"normal"
"46394","ENSG00000287794","","5",122373512,122374481,"normal"
"46395","ENSG00000250328","MGC32805","5",122436497,122479087,"normal"
"46396","ENSG00000064692","SNCAIP","5",122311354,122464219,"normal"
"46397","ENSG00000113073","SLC4A9","5",140360194,140375141,"normal"
"46398","ENSG00000222790","RNU4-14P","5",140397323,140397444,"normal"
"46399","ENSG00000131503","ANKHD1","5",140401814,140539856,"normal"
"46400","ENSG00000254996","ANKHD1-EIF4EBP3","5",140401908,140549569,"normal"
"46401","ENSG00000243056","EIF4EBP3","5",140547662,140549576,"normal"
"46402","ENSG00000283155","","5",140562443,140592123,"normal"
"46403","ENSG00000251453","HAUS1P1","5",140581504,140582335,"normal"
"46404","ENSG00000240518","","5",140609085,140609400,"normal"
"46405","ENSG00000131495","NDUFA2","5",140638740,140647771,"normal"
"46406","ENSG00000256453","DND1","5",140670794,140673576,"normal"
"46407","ENSG00000112855","HARS2","5",140691430,140699305,"normal"
"46408","ENSG00000146007","ZMAT2","5",140698680,140706686,"normal"
"46409","ENSG00000250515","","5",140732290,140732863,"normal"
"46410","ENSG00000248106","","5",140764110,140764821,"normal"
"46411","ENSG00000279726","","5",140785698,140828549,"normal"
"46412","ENSG00000204970","PCDHA1","5",140786136,141012347,"normal"
"46413","ENSG00000204969","PCDHA2","5",140794852,141012347,"normal"
"46414","ENSG00000255408","PCDHA3","5",140801028,141012347,"normal"
"46415","ENSG00000204967","PCDHA4","5",140806929,141012347,"normal"
"46416","ENSG00000204965","PCDHA5","5",140821604,141012347,"normal"
"46417","ENSG00000081842","PCDHA6","5",140827958,141012347,"normal"
"46418","ENSG00000204963","PCDHA7","5",140834248,141012347,"normal"
"46419","ENSG00000204962","PCDHA8","5",140841187,141012347,"normal"
"46420","ENSG00000204961","PCDHA9","5",140847772,141012347,"normal"
"46421","ENSG00000278907","","5",140849105,140849696,"normal"
"46422","ENSG00000250120","PCDHA10","5",140855883,141012347,"normal"
"46423","ENSG00000249504","PCDHA14","5",140861224,140863521,"normal"
"46424","ENSG00000278946","","5",140867513,140867959,"normal"
"46425","ENSG00000249158","PCDHA11","5",140868183,141012347,"normal"
"46426","ENSG00000251664","PCDHA12","5",140875302,141012347,"normal"
"46427","ENSG00000278915","","5",140875346,140875922,"normal"
"46428","ENSG00000278901","","5",140878073,140882642,"normal"
"46429","ENSG00000239389","PCDHA13","5",140882124,141012347,"normal"
"46430","ENSG00000279028","","5",140966212,140966490,"normal"
"46431","ENSG00000243232","PCDHAC2","5",140966470,141012347,"normal"
"46432","ENSG00000171815","PCDHB1","5",141051374,141059346,"normal"
"46433","ENSG00000275038","","5",171305980,171309777,"normal"
"46434","ENSG00000164438","TLX3","5",171309248,171312139,"normal"
"46435","ENSG00000213393","","5",171345343,171345630,"normal"
"46436","ENSG00000265740","RN7SL339P","5",171359117,171359412,"normal"
"46437","ENSG00000254256","RPSAP71","5",171365595,171367693,"normal"
"46438","ENSG00000206909","SNORA70J","5",171366118,171366252,"normal"
"46439","ENSG00000254012","RPL10P8","5",171366299,171366611,"normal"
"46440","ENSG00000264249","MIR3912","5",171386656,171386760,"normal"
"46441","ENSG00000156427","FGF18","5",171419647,171457626,"normal"
"46442","ENSG00000168269","FOXI1","5",170105897,170109734,"normal"
"46443","ENSG00000253219","KRT18P41","5",170140664,170141940,"normal"
"46444","ENSG00000249601","LINC01187","5",170191579,170199141,"normal"
"46445","ENSG00000234511","C5orf58","5",170232447,170252575,"normal"
"46446","ENSG00000145936","KCNMB1","5",170374671,170389634,"normal"
"46447","ENSG00000043462","LCP2","5",170246233,170297815,"normal"
"46448","ENSG00000288615","","5",170306557,170307606,"normal"
"46449","ENSG00000250274","","5",170308701,170312806,"normal"
"46450","ENSG00000170445","HARS1","5",140673035,140691537,"normal"
"46451","ENSG00000207317","Y_RNA","5",140019492,140019592,"normal"
"46452","ENSG00000245146","MALINC1","5",140071312,140109274,"normal"
"46453","ENSG00000185129","PURA","5",140107777,140125619,"normal"
"46454","ENSG00000182700","IGIP","5",140125937,140129392,"normal"
"46455","ENSG00000254363","","5",140157319,140173051,"normal"
"46456","ENSG00000120306","CYSTM1","5",140175156,140282052,"normal"
"46457","ENSG00000250069","","5",140200163,140203187,"normal"
"46458","ENSG00000113068","PFDN1","5",140245035,140303113,"normal"
"46459","ENSG00000113070","HBEGF","5",140332843,140346603,"normal"
"46460","ENSG00000258864","","5",112827213,112867582,"normal"
"46461","ENSG00000153037","SRP19","5",112861188,112898371,"normal"
"46462","ENSG00000129625","REEP5","5",112876385,112922289,"normal"
"46463","ENSG00000249947","XBP1P1","5",112885094,112885745,"normal"
"46464","ENSG00000212643","ZRSR2P1","5",112891610,112893079,"normal"
"46465","ENSG00000145700","ANKRD31","5",75068275,75236911,"normal"
"46466","ENSG00000253321","","5",90353037,90356609,"normal"
"46467","ENSG00000260871","","5",90388468,90389363,"normal"
"46468","ENSG00000255647","","5",90410000,90410669,"normal"
"46469","ENSG00000176055","MBLAC2","5",90458209,90474771,"normal"
"46470","ENSG00000113356","POLR3G","5",90471748,90514557,"normal"
"46471","ENSG00000176018","LYSMD3","5",90515611,90529584,"normal"
"46472","ENSG00000280776","LINC01202","5",161907111,162001536,"normal"
"46473","ENSG00000113327","GABRG2","5",162000057,162162977,"normal"
"46474","ENSG00000244073","RPS4XP6","5",37085056,37085852,"normal"
"46475","ENSG00000271378","RBISP2","5",37130430,37130700,"normal"
"46476","ENSG00000228212","OFD1P17","5",37209364,37212381,"normal"
"46477","ENSG00000242493","RN7SL37P","5",37246173,37246479,"normal"
"46478","ENSG00000270558","","5",37286449,37286977,"normal"
"46479","ENSG00000251880","RNU7-75P","5",37327135,37327196,"normal"
"46480","ENSG00000250539","KRT8P33","5",123400922,123402344,"normal"
"46481","ENSG00000249400","HMGB3P17","5",123468781,123469429,"normal"
"46482","ENSG00000168944","CEP120","5",123344890,123423592,"normal"
"46483","ENSG00000253146","CIR1P1","5",154559308,154560440,"normal"
"46484","ENSG00000264760","MIR3141","5",154596012,154596072,"normal"
"46485","ENSG00000221552","MIR1303","5",154685776,154685861,"normal"
"46486","ENSG00000274472","Y_RNA","5",154705626,154705727,"normal"
"46487","ENSG00000272197","RN7SL803P","5",154718383,154718689,"normal"
"46488","ENSG00000241187","","5",154729231,154729694,"normal"
"46489","ENSG00000170271","FAXDC2","5",154818492,154859252,"normal"
"46490","ENSG00000277039","Metazoa_SRP","5",154821943,154822258,"normal"
"46491","ENSG00000263361","MIR378H","5",154829458,154829540,"normal"
"46492","ENSG00000082516","GEMIN5","5",154887411,154938211,"normal"
"46493","ENSG00000199279","RNU6-661P","5",62443176,62443282,"normal"
"46494","ENSG00000268942","CKS1BP3","5",62512246,62512482,"normal"
"46495","ENSG00000241991","","5",62561859,62562216,"normal"
"46496","ENSG00000240436","RPL35AP14","5",62575951,62576271,"normal"
"46497","ENSG00000186105","LRRC70","5",62578819,62581446,"normal"
"46498","ENSG00000145864","GABRB2","5",161288429,161549044,"normal"
"46499","ENSG00000068796","KIF2A","5",62306162,62391025,"normal"
"46500","ENSG00000288643","","5",62306206,62537249,"normal"
"46501","ENSG00000205089","CCNI2","5",132747426,132754403,"normal"
"46502","ENSG00000187678","SPRY4","5",142310427,142326455,"normal"
"46503","ENSG00000196670","ZFP62","5",180847611,180861285,"normal"
"46504","ENSG00000178187","ZNF454","5",178941191,178966433,"normal"
"46505","ENSG00000145725","PPIP5K2","5",103120149,103212799,"normal"
"46506","ENSG00000131446","MGAT1","5",180784780,180815652,"normal"
"46507","ENSG00000153140","CETN3","5",90392257,90409766,"normal"
"46508","ENSG00000171530","TBCA","5",77691166,77868780,"normal"
"46509","ENSG00000182132","KCNIP1","5",170353487,170736632,"normal"
"46510","ENSG00000113282","CLINT1","5",157785743,157859145,"normal"
"46511","ENSG00000086200","IPO11","5",62403972,62628582,"normal"
"46512","ENSG00000113555","PCDH12","5",141943581,141969741,"normal"
"46513","ENSG00000113119","TMCO6","5",140639435,140645408,"normal"
"46514","ENSG00000112983","BRD8","5",138139770,138178953,"normal"
"46515","ENSG00000186334","SLC36A3","5",151276358,151303766,"normal"
"46516","ENSG00000244234","GMCL2","5",178184505,178187371,"normal"
"46517","ENSG00000113712","CSNK1A1","5",149492982,149551471,"normal"
"46518","ENSG00000113645","WWC1","5",168291645,168472303,"normal"
"46519","ENSG00000158987","RAPGEF6","5",131423921,131635231,"normal"
"46520","ENSG00000092421","SEMA6A","5",116443555,116574823,"normal"
"46521","ENSG00000164188","RANBP3L","5",36246913,36302114,"normal"
"46522","ENSG00000152503","TRIM36","5",115124762,115180546,"normal"
"46523","ENSG00000173210","ABLIM3","5",149141483,149260542,"normal"
"46524","ENSG00000132912","DCTN4","5",150708440,150759095,"normal"
"46525","ENSG00000164591","MYOZ3","5",150660882,150679368,"normal"
"46526","ENSG00000164180","TMEM161B","5",88189633,88269476,"normal"
"46527","ENSG00000155545","MIER3","5",56919602,56971675,"normal"
"46528","ENSG00000145901","TNIP1","5",151029945,151093577,"normal"
"46529","ENSG00000248383","PCDHAC1","5",140926299,141012347,"normal"
"46530","ENSG00000268799","H3Y2","5",17490967,17492076,"normal"
"46531","ENSG00000171540","OTP","5",77628712,77638713,"normal"
"46532","ENSG00000153922","CHD1","5",98853985,98929007,"normal"
"46533","ENSG00000113407","TARS1","5",33440696,33468091,"normal"
"46534","ENSG00000172062","SMN1","5",70925030,70953942,"normal"
"46535","ENSG00000251656","PRELID3BP5","5",42908208,42908667,"normal"
"46536","ENSG00000249516","PRELID3BP6","5",42917414,42917984,"normal"
"46537","ENSG00000250711","PRELID3BP7","5",42972624,42973092,"normal"
"46538","ENSG00000286656","","5",42995134,42997480,"normal"
"46539","ENSG00000271788","","5",43006733,43007543,"normal"
"46540","ENSG00000251131","","5",43018429,43024678,"normal"
"46541","ENSG00000272382","","5",43033716,43034635,"normal"
"46542","ENSG00000272144","","5",43061395,43062441,"normal"
"46543","ENSG00000278487","","5",43143362,43143514,"normal"
"46544","ENSG00000249779","","5",43206709,43207811,"normal"
"46545","ENSG00000249888","","5",43225506,43225813,"normal"
"46546","ENSG00000247763","TUBAP14","5",43231812,43233173,"normal"
"46547","ENSG00000153113","CAST","5",96525267,96779595,"normal"
"46548","ENSG00000185641","","5",116051917,116052289,"normal"
"46549","ENSG00000272265","","5",116078110,116078570,"normal"
"46550","ENSG00000271918","","5",116083807,116085416,"normal"
"46551","ENSG00000241870","","5",181065086,181065677,"normal"
"46552","ENSG00000214295","FOXO1B","5",181099140,181100666,"normal"
"46553","ENSG00000248560","","5",181114106,181115674,"normal"
"46554","ENSG00000222937","SNORD63B","5",138558970,138559039,"normal"
"46555","ENSG00000206989","SNORD63","5",138561043,138561110,"normal"
"46556","ENSG00000232174","","5",138620329,138620964,"normal"
"46557","ENSG00000238745","","5",138623479,138623582,"normal"
"46558","ENSG00000113013","HSPA9","5",138553756,138575675,"normal"
"46559","ENSG00000251543","LINC02230","5",73337906,73338533,"normal"
"46560","ENSG00000249149","","5",73382384,73410509,"normal"
"46561","ENSG00000251493","FOXD1","5",73444827,73448777,"normal"
"46562","ENSG00000247993","FOXD1-AS1","5",73446357,73446984,"normal"
"46563","ENSG00000251604","LINC01385","5",73451498,73453395,"normal"
"46564","ENSG00000251324","LINC01386","5",73454187,73472896,"normal"
"46565","ENSG00000272525","BTF3-DT","5",73497550,73498293,"normal"
"46566","ENSG00000255883","FUNDC2P1","5",73508685,73509254,"normal"
"46567","ENSG00000164331","ANKRA2","5",73552190,73565667,"normal"
"46568","ENSG00000164338","UTP15","5",73565443,73583380,"normal"
"46569","ENSG00000253213","USP12P1","5",171251866,171252982,"normal"
"46570","ENSG00000152700","SAR1B","5",134601149,134649271,"normal"
"46571","ENSG00000207459","RNU6-1311P","5",134634839,134634945,"normal"
"46572","ENSG00000113615","SEC24A","5",134648785,134727909,"normal"
"46573","ENSG00000201298","RNU6-1164P","5",134701172,134701278,"normal"
"46574","ENSG00000222266","RNU6-757P","5",134715483,134715582,"normal"
"46575","ENSG00000164615","CAMLG","5",134738495,134752157,"normal"
"46576","ENSG00000145833","DDX46","5",134758771,134855133,"normal"
"46577","ENSG00000241179","","5",134804778,134805132,"normal"
"46578","ENSG00000181904","C5orf24","5",134845680,134859735,"normal"
"46579","ENSG00000270892","","5",134863091,134863433,"normal"
"46580","ENSG00000113621","TXNDC15","5",134874371,134901635,"normal"
"46581","ENSG00000279799","","5",134905235,134905691,"normal"
"46582","ENSG00000288081","","5",151595264,151602709,"normal"
"46583","ENSG00000260581","","5",151652275,151655449,"normal"
"46584","ENSG00000113140","SPARC","5",151661096,151686975,"normal"
"46585","ENSG00000249035","CLMAT3","5",151676945,151725473,"normal"
"46586","ENSG00000222102","RN7SKP232","5",151704289,151704578,"normal"
"46587","ENSG00000272112","","5",151724831,151725356,"normal"
"46588","ENSG00000177556","ATOX1","5",151742316,151772532,"normal"
"46589","ENSG00000253921","ATOX1-AS1","5",151753992,151767247,"normal"
"46590","ENSG00000213433","RPLP1P6","5",151765859,151766378,"normal"
"46591","ENSG00000145888","GLRA1","5",151822513,151924851,"normal"
"46592","ENSG00000270978","","5",151848886,151850791,"normal"
"46593","ENSG00000222308","RNA5SP198","5",151875566,151875692,"normal"
"46594","ENSG00000201623","RNU6-923P","5",33888056,33888162,"normal"
"46595","ENSG00000182631","RXFP3","5",33936386,33938918,"normal"
"46596","ENSG00000164175","SLC45A2","5",33944623,33984693,"normal"
"46597","ENSG00000250914","","5",33970863,33972628,"normal"
"46598","ENSG00000242110","AMACR","5",33986165,34008104,"normal"
"46599","ENSG00000273294","C1QTNF3-AMACR","5",33987174,34124528,"normal"
"46600","ENSG00000250767","","5",33997044,33997724,"normal"
"46601","ENSG00000082196","C1QTNF3","5",34017858,34043213,"normal"
"46602","ENSG00000278900","","5",34105750,34106336,"normal"
"46603","ENSG00000279995","","5",34124162,34124385,"normal"
"46604","ENSG00000271771","","5",34158121,34158767,"normal"
"46605","ENSG00000243959","RN7SL684P","5",176547433,176547726,"normal"
"46606","ENSG00000207420","Y_RNA","5",176556704,176556805,"normal"
"46607","ENSG00000169258","GPRIN1","5",176595802,176610156,"normal"
"46608","ENSG00000074317","SNCB","5",176620082,176630556,"normal"
"46609","ENSG00000266329","MIR4281","5",176629439,176629500,"normal"
"46610","ENSG00000175766","EIF4E1B","5",176630618,176646644,"normal"
"46611","ENSG00000048140","TSPAN17","5",176647387,176659054,"normal"
"46612","ENSG00000151304","SRFBP1","5",121961975,122075570,"normal"
"46613","ENSG00000113083","LOX","5",122063195,122078413,"normal"
"46614","ENSG00000181163","NPM1","5",171387116,171411810,"normal"
"46615","ENSG00000164182","NDUFAF2","5",60945177,61154531,"normal"
"46616","ENSG00000168671","UGT3A2","5",36035021,36071358,"normal"
"46617","ENSG00000251591","","5",36071791,36072079,"normal"
"46618","ENSG00000164187","LMBRD2","5",36098407,36151887,"normal"
"46619","ENSG00000207756","MIR580","5",36147892,36147988,"normal"
"46620","ENSG00000201223","RNU6-1305P","5",36155119,36155222,"normal"
"46621","ENSG00000152620","NADK2","5",36192589,36242279,"normal"
"46622","ENSG00000245711","NADK2-AS1","5",36221055,36221902,"normal"
"46623","ENSG00000145604","SKP2","5",36151989,36196849,"normal"
"46624","ENSG00000145907","G3BP1","5",151771045,151812911,"normal"
"46625","ENSG00000259757","","5",2736662,2737759,"normal"
"46626","ENSG00000170561","IRX2","5",2745845,2751677,"normal"
"46627","ENSG00000281560","LSINCT5","5",2712591,2715237,"normal"
"46628","ENSG00000169252","ADRB2","5",148826611,148828623,"normal"
"46629","ENSG00000164287","CDC20B","5",55112971,55173177,"normal"
"46630","ENSG00000164403","SHROOM1","5",132822141,132830659,"normal"
"46631","ENSG00000112851","ERBIN","5",65926556,66082546,"normal"
"46632","ENSG00000131437","KIF3A","5",132692628,132737638,"normal"
"46633","ENSG00000155508","CNOT8","5",154857553,154876792,"normal"
"46634","ENSG00000158985","CDC42SE2","5",131245493,131398447,"normal"
"46635","ENSG00000164266","SPINK1","5",147824572,147831671,"normal"
"46636","ENSG00000050748","MAPK9","5",180233143,180292099,"normal"
"46637","ENSG00000175325","PROP1","5",177992235,177996242,"normal"
"46638","ENSG00000175416","CLTB","5",176392501,176416539,"normal"
"46639","ENSG00000197226","TBC1D9B","5",179862066,179907897,"normal"
"46640","ENSG00000151881","TMEM267","5",43444252,43483893,"normal"
"46641","ENSG00000172058","SERF1A","5",70900669,70918530,"normal"
"46642","ENSG00000156453","PCDH1","5",141853090,141879246,"normal"
"46643","ENSG00000082074","FYB1","5",39105252,39274528,"normal"
"46644","ENSG00000164172","MOCS2","5",53095679,53110063,"normal"
"46645","ENSG00000253067","","5",132080066,132080133,"normal"
"46646","ENSG00000227616","","5",132147491,132149559,"normal"
"46647","ENSG00000235775","","5",132163603,132163765,"normal"
"46648","ENSG00000224015","","5",132179234,132181128,"normal"
"46649","ENSG00000237714","P4HA2-AS1","5",132184876,132192808,"normal"
"46650","ENSG00000224431","","5",132199456,132203487,"normal"
"46651","ENSG00000283678","MIR6830","5",132217849,132217918,"normal"
"46652","ENSG00000131435","PDLIM4","5",132257696,132273454,"normal"
"46653","ENSG00000197208","SLC22A4","5",132294394,132344190,"normal"
"46654","ENSG00000263597","MIR3936","5",132365490,132365599,"normal"
"46655","ENSG00000206682","Y_RNA","5",31505684,31505788,"normal"
"46656","ENSG00000082213","C5orf22","5",31532287,31555053,"normal"
"46657","ENSG00000279923","","5",31558573,31559875,"normal"
"46658","ENSG00000199765","RNU6-363P","5",31595565,31595669,"normal"
"46659","ENSG00000072682","P4HA2","5",132190147,132295315,"normal"
"46660","ENSG00000091010","POU4F3","5",146338839,146341728,"normal"
"46661","ENSG00000271724","","5",146375591,146376219,"normal"
"46662","ENSG00000248842","","5",146400981,146407359,"normal"
"46663","ENSG00000277568","","5",146510116,146510271,"normal"
"46664","ENSG00000250407","","5",146563226,146617004,"normal"
"46665","ENSG00000280646","RNA5SP196","5",146586099,146586200,"normal"
"46666","ENSG00000241291","RN7SL791P","5",146656401,146656695,"normal"
"46667","ENSG00000113360","DROSHA","5",31400494,31532196,"normal"
"46668","ENSG00000207222","RNU6-456P","5",134500178,134500284,"normal"
"46669","ENSG00000251169","LINC01843","5",134506552,134509229,"normal"
"46670","ENSG00000240250","RN7SL541P","5",134517810,134518092,"normal"
"46671","ENSG00000280420","","5",134522613,134523096,"normal"
"46672","ENSG00000156475","PPP2R2B","5",146580742,147084784,"normal"
"46673","ENSG00000248568","KRT8P48","5",146706381,146707600,"normal"
"46674","ENSG00000249553","PPP2R2B-IT1","5",146914207,146919506,"normal"
"46675","ENSG00000286468","","5",147093259,147097240,"normal"
"46676","ENSG00000250343","STK32A-AS1","5",147180204,147234859,"normal"
"46677","ENSG00000285868","","5",157341596,157460100,"normal"
"46678","ENSG00000172568","FNDC9","5",157341598,157345677,"normal"
"46679","ENSG00000251405","NIPAL4-DT","5",157363382,157365501,"normal"
"46680","ENSG00000248544","","5",157375741,157384950,"normal"
"46681","ENSG00000253155","","5",157422439,157422873,"normal"
"46682","ENSG00000172548","NIPAL4","5",157460213,157474722,"normal"
"46683","ENSG00000253519","","5",157565964,157569098,"normal"
"46684","ENSG00000247372","","5",75320155,75336914,"normal"
"46685","ENSG00000113161","HMGCR","5",75336329,75364001,"normal"
"46686","ENSG00000242198","","5",75374463,75374809,"normal"
"46687","ENSG00000050767","COL23A1","5",178237476,178590393,"normal"
"46688","ENSG00000271681","","5",178344843,178345316,"normal"
"46689","ENSG00000253698","","5",178350867,178352250,"normal"
"46690","ENSG00000242341","RN7SL646P","5",178377924,178378220,"normal"
"46691","ENSG00000245688","","5",178438681,178443094,"normal"
"46692","ENSG00000252464","RN7SKP70","5",178619728,178619998,"normal"
"46693","ENSG00000176783","RUFY1","5",179550554,179610012,"normal"
"46694","ENSG00000249140","PRDX2P3","5",179572156,179572741,"normal"
"46695","ENSG00000244945","RUFY1-AS1","5",179595904,179603741,"normal"
"46696","ENSG00000204661","C5orf60","5",179641544,179645046,"normal"
"46697","ENSG00000228259","","5",179651284,179652457,"normal"
"46698","ENSG00000250999","","5",179657762,179665136,"normal"
"46699","ENSG00000204659","CBY3","5",179678560,179681034,"normal"
"46700","ENSG00000225051","HMGB3P22","5",179679032,179694768,"normal"
"46701","ENSG00000127022","CANX","5",179678628,179731641,"normal"
"46702","ENSG00000222178","RNA5SP181","5",36485343,36485440,"normal"
"46703","ENSG00000242292","","5",36588506,36588661,"normal"
"46704","ENSG00000274441","","5",36636019,36649347,"normal"
"46705","ENSG00000250155","","5",36666214,36725195,"normal"
"46706","ENSG00000272103","","5",36861736,36867238,"normal"
"46707","ENSG00000285967","NIPBL-DT","5",36864425,36876700,"normal"
"46708","ENSG00000249850","KRT18P31","5",36885206,36886497,"normal"
"46709","ENSG00000248462","NENFP3","5",13553654,13553966,"normal"
"46710","ENSG00000243744","","5",13637919,13638381,"normal"
"46711","ENSG00000251423","","5",13860303,13901036,"normal"
"46712","ENSG00000183876","ARSI","5",150296343,150339307,"normal"
"46713","ENSG00000070814","TCOF1","5",150357629,150400308,"normal"
"46714","ENSG00000286331","","5",150427904,150429906,"normal"
"46715","ENSG00000164587","RPS14","5",150442635,150449739,"normal"
"46716","ENSG00000079215","SLC1A3","5",36596588,36688334,"normal"
"46717","ENSG00000094880","CDC23","5",138187650,138213343,"normal"
"46718","ENSG00000146013","GFRA3","5",138252380,138274621,"normal"
"46719","ENSG00000249851","RPS27AP18","5",138266996,138267757,"normal"
"46720","ENSG00000158402","CDC25C","5",138285269,138338355,"normal"
"46721","ENSG00000120709","FAM53C","5",138331935,138349729,"normal"
"46722","ENSG00000249971","","5",138347027,138349641,"normal"
"46723","ENSG00000120733","KDM3B","5",138352685,138437028,"normal"
"46724","ENSG00000271196","","5",138454540,138454732,"normal"
"46725","ENSG00000120738","EGR1","5",138465479,138469303,"normal"
"46726","ENSG00000241458","RPL7P19","5",138473744,138474361,"normal"
"46727","ENSG00000197603","CPLANE1","5",37106228,37249376,"normal"
"46728","ENSG00000285914","","5",171724575,171737519,"normal"
"46729","ENSG00000253110","","5",171773652,171774739,"normal"
"46730","ENSG00000185662","SMIM23","5",171782432,171796126,"normal"
"46731","ENSG00000072803","FBXW11","5",171861549,172006873,"normal"
"46732","ENSG00000197536","IRF1-AS1","5",132410636,132488702,"normal"
"46733","ENSG00000238160","LINC02863","5",132419416,132426714,"normal"
"46734","ENSG00000202533","Y_RNA","5",132468147,132468257,"normal"
"46735","ENSG00000113525","IL5","5",132541445,132556838,"normal"
"46736","ENSG00000251183","LINC01861","5",153887428,153898987,"normal"
"46737","ENSG00000261382","","5",153901459,153903223,"normal"
"46738","ENSG00000055147","FAM114A2","5",153990148,154038936,"normal"
"46739","ENSG00000037749","MFAP3","5",154038959,154220478,"normal"
"46740","ENSG00000125347","IRF1","5",132440440,132508719,"normal"
"46741","ENSG00000248493","","5",145997218,145998003,"normal"
"46742","ENSG00000176087","SLC35A4","5",140564446,140569100,"normal"
"46743","ENSG00000283602","","5",140569962,140594570,"normal"
"46744","ENSG00000200275","RNA5SP199","5",155845437,155845528,"normal"
"46745","ENSG00000286690","","5",156019228,156039977,"normal"
"46746","ENSG00000253370","","5",156458398,156458507,"normal"
"46747","ENSG00000254163","","5",156704058,156739812,"normal"
"46748","ENSG00000199468","RNU6-556P","5",156814130,156814234,"normal"
"46749","ENSG00000231989","PPP1R2B","5",156850295,156852528,"normal"
"46750","ENSG00000170624","SGCD","5",155870344,156767788,"normal"
"46751","ENSG00000086189","DIMT1","5",62347284,62403943,"normal"
"46752","ENSG00000226544","RPL7P22","5",72725419,72726151,"normal"
"46753","ENSG00000223497","H2BL1P","5",72733833,72734209,"normal"
"46754","ENSG00000206770","Y_RNA","5",72768702,72768811,"normal"
"46755","ENSG00000249085","TNPO1-DT","5",72794405,72816565,"normal"
